T1,T1_date,T2,T2_date,frequency,frequency_date,readout_error,readout_error_date,prob_meas0_prep1,prob_meas0_prep1_date,prob_meas1_prep0,prob_meas1_prep0_date,readout_length,readout_length_date
50434.34412,2023-12-15T15:10+08:00,1041.775467,2023-12-15T15:10+08:00,1.030180913,2023-12-15T15:10+08:00,6.49E-05,2023-12-15T15:10+08:00,0.000178212,2023-12-15T15:10+08:00,0.000162428,2023-12-15T15:10+08:00,0.102325568,2023-12-15T15:10+08:00
51460.30071,2023-12-15T15:10+08:00,1007.096767,2023-12-15T15:10+08:00,1.085803083,2023-12-15T15:10+08:00,0.000173974,2023-12-15T15:10+08:00,0.000503865,2023-12-15T15:10+08:00,0.000634833,2023-12-15T15:10+08:00,0.107219934,2023-12-15T15:10+08:00
49531.47866,2023-12-15T15:10+08:00,978.119535,2023-12-15T15:10+08:00,0.950293432,2023-12-15T15:10+08:00,0.000483227,2023-12-15T15:10+08:00,0.000410978,2023-12-15T15:10+08:00,0.00033078,2023-12-15T15:10+08:00,0.107274986,2023-12-15T15:10+08:00
49399.67016,2023-12-15T15:10+08:00,957.6846289,2023-12-15T15:10+08:00,1.004737849,2023-12-15T15:10+08:00,0.000689503,2023-12-15T15:10+08:00,0.000291839,2023-12-15T15:10+08:00,7.79E-06,2023-12-15T15:10+08:00,0.09821592,2023-12-15T15:10+08:00
49507.31697,2023-12-15T15:10+08:00,1028.863379,2023-12-15T15:10+08:00,0.97527,2023-12-15T15:10+08:00,0.000159756,2023-12-15T15:10+08:00,0.000181951,2023-12-15T15:10+08:00,0.000407885,2023-12-15T15:10+08:00,0.091134093,2023-12-15T15:10+08:00
49982.30654,2023-12-15T15:10+08:00,1020.658903,2023-12-15T15:10+08:00,1.047297908,2023-12-15T15:10+08:00,8.11E-05,2023-12-15T15:10+08:00,0.000222535,2023-12-15T15:10+08:00,0.000348909,2023-12-15T15:10+08:00,0.100902241,2023-12-15T15:10+08:00
49512.94735,2023-12-15T15:10+08:00,1039.188115,2023-12-15T15:10+08:00,1.013268682,2023-12-15T15:10+08:00,2.66E-05,2023-12-15T15:10+08:00,0.000205632,2023-12-15T15:10+08:00,0.000566525,2023-12-15T15:10+08:00,0.097828357,2023-12-15T15:10+08:00
51772.72269,2023-12-15T15:10+08:00,960.5082583,2023-12-15T15:10+08:00,1.018685283,2023-12-15T15:10+08:00,0.000126784,2023-12-15T15:10+08:00,6.90E-05,2023-12-15T15:10+08:00,0.000548556,2023-12-15T15:10+08:00,0.10715863,2023-12-15T15:10+08:00
49103.22255,2023-12-15T15:10+08:00,1000.14978,2023-12-15T15:10+08:00,1.08317939,2023-12-15T15:10+08:00,9.39E-05,2023-12-15T15:10+08:00,0.000221093,2023-12-15T15:10+08:00,2.22E-05,2023-12-15T15:10+08:00,0.097121331,2023-12-15T15:10+08:00
48372.37461,2023-12-15T15:10+08:00,1061.121793,2023-12-15T15:10+08:00,0.952930674,2023-12-15T15:10+08:00,0.000226138,2023-12-15T15:10+08:00,0.000414729,2023-12-15T15:10+08:00,2.08E-05,2023-12-15T15:10+08:00,0.102261008,2023-12-15T15:10+08:00
50454.45446,2023-12-15T15:10+08:00,982.9708667,2023-12-15T15:10+08:00,0.968728241,2023-12-15T15:10+08:00,0.000496073,2023-12-15T15:10+08:00,0.000242021,2023-12-15T15:10+08:00,0.000421084,2023-12-15T15:10+08:00,0.098636637,2023-12-15T15:10+08:00
49635.98071,2023-12-15T15:10+08:00,1065.710516,2023-12-15T15:10+08:00,1.017360313,2023-12-15T15:10+08:00,0.000127052,2023-12-15T15:10+08:00,0.000360274,2023-12-15T15:10+08:00,0.000339743,2023-12-15T15:10+08:00,0.084321719,2023-12-15T15:10+08:00
47773.02475,2023-12-15T15:10+08:00,991.5089107,2023-12-15T15:10+08:00,1.014045852,2023-12-15T15:10+08:00,0.000227851,2023-12-15T15:10+08:00,0.000388425,2023-12-15T15:10+08:00,0.000443113,2023-12-15T15:10+08:00,0.105572769,2023-12-15T15:10+08:00
50812.32178,2023-12-15T15:10+08:00,969.1404718,2023-12-15T15:10+08:00,0.982066344,2023-12-15T15:10+08:00,9.66E-05,2023-12-15T15:10+08:00,0.000451247,2023-12-15T15:10+08:00,2.81E-05,2023-12-15T15:10+08:00,0.10635135,2023-12-15T15:10+08:00
51036.65964,2023-12-15T15:10+08:00,1042.775142,2023-12-15T15:10+08:00,0.971580695,2023-12-15T15:10+08:00,0.000821277,2023-12-15T15:10+08:00,0.000177065,2023-12-15T15:10+08:00,8.43E-05,2023-12-15T15:10+08:00,0.118783074,2023-12-15T15:10+08:00
49086.25396,2023-12-15T15:10+08:00,971.8769531,2023-12-15T15:10+08:00,1.034111163,2023-12-15T15:10+08:00,0.000419549,2023-12-15T15:10+08:00,0.000354992,2023-12-15T15:10+08:00,0.000118291,2023-12-15T15:10+08:00,0.102728837,2023-12-15T15:10+08:00
50215.46603,2023-12-15T15:10+08:00,900.199225,2023-12-15T15:10+08:00,1.097525297,2023-12-15T15:10+08:00,0.000914046,2023-12-15T15:10+08:00,0.000108243,2023-12-15T15:10+08:00,0.000154777,2023-12-15T15:10+08:00,0.119291853,2023-12-15T15:10+08:00
49223.0974,2023-12-15T15:10+08:00,907.8983531,2023-12-15T15:10+08:00,0.962847887,2023-12-15T15:10+08:00,0.000168824,2023-12-15T15:10+08:00,0.000121764,2023-12-15T15:10+08:00,2.26E-05,2023-12-15T15:10+08:00,0.087574543,2023-12-15T15:10+08:00
50764.56351,2023-12-15T15:10+08:00,1036.189653,2023-12-15T15:10+08:00,1.03192921,2023-12-15T15:10+08:00,0.00056497,2023-12-15T15:10+08:00,0.000676243,2023-12-15T15:10+08:00,0.000615672,2023-12-15T15:10+08:00,0.11138688,2023-12-15T15:10+08:00
49729.03905,2023-12-15T15:10+08:00,994.4609715,2023-12-15T15:10+08:00,1.026228284,2023-12-15T15:10+08:00,0.0001435,2023-12-15T15:10+08:00,7.83E-05,2023-12-15T15:10+08:00,4.84E-05,2023-12-15T15:10+08:00,0.100331753,2023-12-15T15:10+08:00
